Date,BAJAJ-AUTO.NS,HEROMOTOCO.NS,zscore,s1Buy,s1Sell,s1Profit,s1Performance,s2buy,s2Sell,s2Profit,s2Performance
2020-07-24,2615.17041015625,2484.7880859375,-0.07533318193486116,,,,9.5533447265625,,,,201.650390625
2020-07-27,2645.8291015625,2487.417236328125,0.783850359291809,,,,9.5533447265625,,,,201.650390625
2020-07-28,2732.4169921875,2575.949462890625,0.4856200779424798,,,,9.5533447265625,,,,201.650390625
2020-07-29,2714.854248046875,2520.418212890625,1.6857705867241353,,2714.854248046875,,9.5533447265625,2520.418212890625,,,201.650390625
2020-07-30,2670.75,2473.71533203125,1.715901160419899,,,,9.5533447265625,,,,201.650390625
2020-07-31,2632.207763671875,2448.602783203125,1.1980011899372744,,,,9.5533447265625,,,,201.650390625
2020-08-03,2555.561279296875,2407.25146484375,0.067829822818737,2555.561279296875,,159.29296875,168.8463134765625,,2407.25146484375,-113.166748046875,88.483642578125
2020-08-04,2601.549072265625,2475.6826171875,-0.7568592257701995,,,,168.8463134765625,,,,88.483642578125
2020-08-05,2635.75537109375,2466.213623046875,0.675610040942358,,,,168.8463134765625,,,,88.483642578125
2020-08-06,2620.688720703125,2474.17236328125,-0.11259308278036227,,,,168.8463134765625,,,,88.483642578125
2020-08-07,2629.36083984375,2475.7734375,0.11222586231647426,,,,168.8463134765625,,,,88.483642578125
2020-08-10,2622.44091796875,2472.068359375,0.009800167388526605,,,,168.8463134765625,,,,88.483642578125
2020-08-11,2634.3974609375,2481.857666015625,0.05698896871593979,,,,168.8463134765625,,,,88.483642578125
2020-08-12,2648.0185546875,2537.800537109375,-1.318536878916918,2648.0185546875,,,168.8463134765625,,2537.800537109375,,88.483642578125
2020-08-13,2643.59521484375,2570.414794921875,-2.329855675869617,,,,168.8463134765625,,,,88.483642578125
2020-08-14,2616.966064453125,2565.0634765625,-2.7340237953129454,,,,168.8463134765625,,,,88.483642578125
2020-08-17,2729.13232421875,2677.955810546875,-2.55936668237719,,,,168.8463134765625,,,,88.483642578125
2020-08-18,2719.672119140625,2675.16552734375,-2.5038423168854704,,,,168.8463134765625,,,,88.483642578125
2020-08-19,2680.25390625,2683.307861328125,-3.6162918005029634,,,,168.8463134765625,,,,88.483642578125
2020-08-20,2660.23828125,2704.349609375,-4.425211600897255,,,,168.8463134765625,,,,88.483642578125
2020-08-21,2674.4287109375,2775.158935546875,-5.522874803976884,,,,168.8463134765625,,,,88.483642578125
2020-08-24,2662.3408203125,2758.325927734375,-4.883627881210373,,,,168.8463134765625,,,,88.483642578125
2020-08-25,2636.105712890625,2716.8828125,-4.034077070986943,,,,168.8463134765625,,,,88.483642578125
2020-08-26,2699.87548828125,2891.619873046875,-6.429753570536961,,,,168.8463134765625,,,,88.483642578125
2020-08-27,2665.5380859375,2874.23779296875,-6.296831214427648,,,,168.8463134765625,,,,88.483642578125
2020-08-28,2640.2666015625,2798.80810546875,-4.484803566897025,,,,168.8463134765625,,,,88.483642578125
2020-08-31,2598.965087890625,2750.092041015625,-3.929571197031915,,,,168.8463134765625,,,,88.483642578125
2020-09-01,2591.431640625,2740.531982421875,-3.5141471106963946,,,,168.8463134765625,,,,88.483642578125
2020-09-02,2523.23876953125,2692.9140625,-3.8335147325144465,,,,168.8463134765625,,,,88.483642578125
2020-09-03,2537.12255859375,2690.947021484375,-3.02477145799671,,,,168.8463134765625,,,,88.483642578125
2020-09-04,2525.559814453125,2666.977783203125,-2.4226066613921424,,,,168.8463134765625,,,,88.483642578125
2020-09-07,2538.69921875,2616.614990234375,-0.4256550499751455,,2538.69921875,-109.3193359375,59.5269775390625,2616.614990234375,,-78.814453125,9.669189453125
2020-09-08,2541.808837890625,2619.4052734375,-0.3734910641179947,,,,59.5269775390625,,,,9.669189453125
2020-09-09,2549.166748046875,2656.731689453125,-1.1634571521315664,2549.166748046875,,,59.5269775390625,,2656.731689453125,,9.669189453125
2020-09-10,2553.152587890625,2697.6708984375,-2.0469483642729114,,,,59.5269775390625,,,,9.669189453125
2020-09-11,2554.597900390625,2737.46728515625,-2.857572519814531,,,,59.5269775390625,,,,9.669189453125
2020-09-14,2590.818603515625,2770.630615234375,-2.441141060580493,,,,59.5269775390625,,,,9.669189453125
2020-09-15,2572.9931640625,2778.544189453125,-2.8987626797295314,,,,59.5269775390625,,,,9.669189453125
2020-09-16,2661.1142578125,2795.971923828125,-0.6667928630044537,,,,59.5269775390625,,,,9.669189453125
2020-09-17,2644.68994140625,2800.36328125,-1.162424109018314,,,,59.5269775390625,,,,9.669189453125
2020-09-18,2672.501708984375,2847.615234375,-1.5004896327058086,,,,59.5269775390625,,,,9.669189453125
2020-09-21,2616.221435546875,2795.1943359375,-1.5502989875230921,,,,59.5269775390625,,,,9.669189453125
2020-09-22,2615.476806640625,2744.6943359375,-0.1149107680967123,,2615.476806640625,66.31005859375,125.8370361328125,2744.6943359375,,-87.962646484375,-78.29345703125
2020-09-23,2615.78369140625,2704.98974609375,0.9674514050068396,,,,125.8370361328125,,,,-78.29345703125
